2025-06-15 00:00:09 | INFO  | service=notifications   | latency_ms=59    | status=ok
2025-06-15 14:25:15 | INFO  | service=notifications   | latency_ms=10    | status=ok
2025-06-15 14:26:54 | ERROR | service=notifications   | latency_ms=284   | status=error
2025-06-15 14:26:59 | INFO  | service=notifications   | latency_ms=28    | status=ok
2025-06-15 14:27:03 | INFO  | service=notifications   | latency_ms=54    | status=ok
2025-06-15 14:28:03 | INFO  | service=payments        | latency_ms=324   | status=ok
2025-06-15 14:28:21 | INFO  | service=auth            | latency_ms=52    | status=ok
2025-06-15 14:29:58 | INFO  | service=payments        | latency_ms=48    | status=ok
2025-06-15 14:30:13 | INFO  | service=notifications   | latency_ms=44    | status=ok
2025-06-15 14:30:13 | ERROR | service=auth            | latency_ms=480   | status=timeout
2025-06-15 14:30:45 | INFO  | service=notifications   | latency_ms=89    | status=ok
2025-06-15 14:31:03 | INFO  | service=payments        | latency_ms=126   | status=ok
2025-06-15 14:31:26 | INFO  | service=notifications   | latency_ms=59    | status=ok
2025-06-15 14:31:29 | INFO | broken
2025-06-15 14:31:30 | INFO  | service=notifications   | latency_ms=40    | status=ok
2025-06-15 14:32:21 | INFO  | service=notifications   | latency_ms=47    | status=ok
2025-06-15 14:32:23 | INFO  | service=payments        | latency_ms=358   | status=ok
2025-06-15 14:32:26 | INFO  | service=notifications   | latency_ms=19    | status=ok
2025-06-15 14:32:35 | INFO  | service=payments        | latency_ms=215   | status=ok
2025-06-15 14:32:39 | INFO  | service=notifications   | latency_ms=59    | status=ok
2025-06-15 14:32:52 | INFO  | service=auth            | latency_ms=112   | status=ok
2025-06-15 14:33:23 | INFO  | service=payments        | latency_ms=205   | status=ok
2025-06-15 14:33:30 | INFO  | service=notifications   | latency_ms=56    | status=ok
2025-06-15 14:33:37 | INFO  | service=notifications   | latency_ms=42    | status=ok
2025-06-15 14:34:56 | INFO  | service=payments        | latency_ms=216   | status=ok
2025-06-15 14:34:57 | INFO  | service=auth            | latency_ms=69    | status=ok
2025-06-15 14:35:06 | INFO  | service=payments        | latency_ms=237   | status=ok
2025-06-15 14:35:08 | ERROR | service=payments        | latency_ms=745   | status=error
2025-06-15 14:35:09 | INFO  | service=payments        | latency_ms=222   | status=ok
2025-06-15 14:35:26 | INFO  | service=notifications   | latency_ms=49    | status=ok
2025-06-15 14:35:49 | WARN  | service=notifications   | latency_ms=72    | status=retry
2025-06-15 14:36:02 | INFO  | service=notifications   | latency_ms=48    | status=ok
2025-06-15 14:36:38 | INFO  | service=auth            | latency_ms=26    | status=ok
2025-06-15 14:36:52 | INFO  | service=auth            | latency_ms=117   | status=ok
2025-06-15 14:37:15 | INFO  | service=notifications   | latency_ms=31    | status=ok
2025-06-15 14:37:17 | INFO  | service=auth            | latency_ms=60    | status=ok
2025-06-15 14:37:53 | INFO  | service=notifications   | latency_ms=38    | status=ok
2025-06-15 14:38:05 | INFO  | service=payments        | latency_ms=282   | status=ok
2025-06-15 14:38:50 | INFO  | service=notifications   | latency_ms=7     | status=ok
2025-06-15 14:39:19 | INFO  | service=payments        | latency_ms=388   | status=ok
2025-06-15 14:39:56 | INFO  | service=notifications   | latency_ms=71    | status=ok
2025-06-15 14:40:44 | INFO  | service=auth            | latency_ms=86    | status=ok
2025-06-15 14:41:14 | INFO  | service=notifications   | latency_ms=48    | status=ok
2025-06-15 14:41:15 | INFO  | service=auth            | latency_ms=88    | status=ok
2025-06-15 14:42:23 | ERROR | service=payments        | latency_ms=929   | status=error
2025-06-15 14:42:31 | INFO  | service=notifications   | latency_ms=62    | status=ok
2025-06-15 14:42:36 | INFO  | service=auth            | latency_ms=96    | status=ok
2025-06-15 14:42:48 | ERROR | service=auth            | latency_ms=193   | status=timeout
2025-06-15 14:43:12 | INFO  | service=payments        | latency_ms=188   | status=ok
2025-06-15 14:43:28 | INFO  | service=notifications   | latency_ms=46    | status=ok
2025-06-15 14:44:50 | INFO  | service=notifications   | latency_ms=46    | status=ok
2025-06-15 14:45:19 | INFO  | service=notifications   | latency_ms=72    | status=ok
2025-06-15 14:45:39 | INFO  | service=auth            | latency_ms=97    | status=ok
2025-06-15 14:46:03 | INFO  | service=payments        | latency_ms=23    | status=ok
2025-06-15 14:46:03 | INFO  | service=notifications   | latency_ms=63    | status=ok
2025-06-15 14:46:11 | INFO  | service=notifications   | latency_ms=53    | status=ok
2025-06-15 14:46:16 | INFO  | service=auth            | latency_ms=79    | status=ok
2025-06-15 14:46:48 | INFO  | service=notifications   | latency_ms=42    | status=ok
2025-06-15 14:46:57 | INFO  | service=notifications   | latency_ms=72    | status=ok
2025-06-15 14:46:59 | INFO  | service=payments        | latency_ms=256   | status=ok
2025-06-15 14:47:32 | INFO  | service=notifications   | latency_ms=34    | status=ok
2025-06-15 14:48:23 | INFO  | service=payments        | latency_ms=224   | status=ok
2025-06-15 14:49:16 | INFO  | service=auth            | latency_ms=50    | status=ok
2025-06-15 14:49:21 | INFO  | service=notifications   | latency_ms=22    | status=ok
2025-06-15 14:49:25 | ERROR | service=notifications   | latency_ms=157   | status=error
2025-06-15 14:49:34 | ERROR | service=notifications   | latency_ms=146   | status=error
2025-06-15 14:49:35 | INFO  | service=payments        | latency_ms=257   | status=ok
2025-06-15 14:49:57 | INFO | broken
2025-06-15 14:50:04 | INFO  | service=notifications   | latency_ms=60    | status=ok
2025-06-15 14:50:37 | INFO  | service=auth            | latency_ms=101   | status=ok
2025-06-15 14:50:48 | INFO  | service=payments        | latency_ms=230   | status=ok
2025-06-15 14:51:17 | INFO  | service=payments        | latency_ms=161   | status=ok
2025-06-15 14:51:23 | ERROR | service=auth            | latency_ms=396   | status=error
2025-06-15 14:52:00 | CORRUPTED LINE |||
2025-06-15 14:52:18 | INFO  | service=notifications   | latency_ms=66    | status=ok
2025-06-15 14:52:24 | INFO  | service=notifications   | latency_ms=65    | status=ok
2025-06-15 14:52:25 | INFO  | service=payments        | latency_ms=271   | status=ok
2025-06-15 14:52:49 | INFO  | service=notifications   | latency_ms=64    | status=ok
2025-06-15 14:52:58 | INFO  | service=notifications   | latency_ms=57    | status=ok
2025-06-15 14:53:08 | INFO  | service=notifications   | latency_ms=71    | status=ok
2025-06-15 14:53:27 | INFO  | service=notifications   | latency_ms=49    | status=ok
2025-06-15 14:53:31 | INFO  | service=notifications   | latency_ms=32    | status=ok
2025-06-15 14:53:44 | INFO  | service=notifications   | latency_ms=46    | status=ok
2025-06-15 14:54:06 | INFO  | service=notifications   | latency_ms=35    | status=ok
2025-06-15 14:54:11 | INFO  | service=payments        | latency_ms=159   | status=ok
2025-06-15 14:54:24 | INFO  | service=payments        | latency_ms=191   | status=ok
2025-06-15 14:54:30 | INFO  | service=auth            | latency_ms=56    | status=ok
2025-06-15 14:55:10 | INFO  | service=payments        | latency_ms=181   | status=ok
2025-06-15 14:55:11 | INFO  | service=payments        | latency_ms=86    | status=ok
2025-06-15 14:56:30 | INFO  | service=payments        | latency_ms=212   | status=ok
2025-06-15 14:56:44 | INFO  | service=payments        | latency_ms=200   | status=ok
2025-06-15 14:57:02 | INFO  | service=notifications   | latency_ms=33    | status=ok
2025-06-15 14:57:26 | ERROR | service=payments        | latency_ms=672   | status=timeout
2025-06-15 14:57:29 | INFO  | service=payments        | latency_ms=256   | status=ok
2025-06-15 14:57:36 | INFO  | service=auth            | latency_ms=31    | status=ok
2025-06-15 14:57:49 | INFO  | service=auth            | latency_ms=57    | status=ok
2025-06-15 14:58:11 | ERROR | service=payments        | latency_ms=488   | status=error
2025-06-15 14:58:12 | INFO  | service=auth            | latency_ms=51    | status=ok
2025-06-15 14:58:51 | INFO  | service=notifications   | latency_ms=66    | status=ok
2025-06-15 14:59:10 | INFO  | service=payments        | latency_ms=188   | status=ok
2025-06-15 14:59:25 | ERROR | service=payments        | latency_ms=490   | status=error
2025-06-15 14:59:32 | CORRUPTED LINE |||
2025-06-15 14:59:33 | INFO  | service=payments        | latency_ms=79    | status=ok
2025-06-15 14:59:37 | INFO  | service=auth            | latency_ms=99    | status=ok
2025-06-15 14:59:39 | INFO  | service=auth            | latency_ms=42    | status=ok
2025-06-15 15:01:17 | INFO  | service=notifications   | latency_ms=51    | status=ok
2025-06-15 15:01:34 | INFO  | service=notifications   | latency_ms=55    | status=ok
2025-06-15 15:01:38 | INFO  | service=payments        | latency_ms=281   | status=ok
2025-06-15 15:02:00 | INFO  | service=notifications   | latency_ms=23    | status=ok
2025-06-15 15:02:34 | INFO  | service=auth            | latency_ms=1     | status=ok
2025-06-15 15:02:40 | INFO  | service=auth            | latency_ms=85    | status=ok
2025-06-15 15:03:20 | INFO  | service=payments        | latency_ms=308   | status=ok
2025-06-15 15:03:24 | INFO  | service=auth            | latency_ms=117   | status=ok
2025-06-15 15:03:25 | INFO  | service=payments        | latency_ms=212   | status=ok
2025-06-15 15:03:43 | INFO  | service=payments        | latency_ms=170   | status=ok
2025-06-15 15:03:50 | INFO  | service=notifications   | latency_ms=66    | status=ok
2025-06-15 15:03:55 | INFO  | service=auth            | latency_ms=50    | status=ok
2025-06-15 15:04:11 | INFO  | service=payments        | latency_ms=228   | status=ok
2025-06-15 15:05:02 | INFO  | service=auth            | latency_ms=95    | status=ok
2025-06-15 15:05:05 | INFO  | service=payments        | latency_ms=263   | status=ok
2025-06-15 15:05:28 | INFO  | service=notifications   | latency_ms=105   | status=ok

2025-06-15 15:05:43 | INFO  | service=auth            | latency_ms=91    | status=ok
2025-06-15 15:05:50 | INFO  | service=auth            | latency_ms=64    | status=ok
??? | ERROR | service=??? | latency_ms=NaN |
2025-06-15 15:05:53 | INFO  | service=auth            | latency_ms=79    | status=ok
2025-06-15 15:06:01 | INFO  | service=notifications   | latency_ms=14    | status=ok
2025-06-15 15:07:10 | INFO  | service=notifications   | latency_ms=36    | status=ok
2025-06-15 15:07:49 | INFO  | service=auth            | latency_ms=67    | status=ok
2025-06-15 15:08:38 | INFO  | service=notifications   | latency_ms=39    | status=ok
2025-06-15 15:08:50 | INFO | broken
2025-06-15 15:09:21 | INFO  | service=auth            | latency_ms=84    | status=ok
2025-06-15 15:09:43 | INFO  | service=notifications   | latency_ms=33    | status=ok
2025-06-15 15:09:54 | INFO  | service=notifications   | latency_ms=72    | status=ok
2025-06-15 15:10:38 | INFO  | service=payments        | latency_ms=200   | status=ok
2025-06-15 15:11:09 | INFO  | service=auth            | latency_ms=79    | status=ok
2025-06-15 15:11:25 | INFO  | service=payments        | latency_ms=180   | status=ok
2025-06-15 15:12:32 | INFO  | service=payments        | latency_ms=209   | status=ok
2025-06-15 15:12:51 | INFO  | service=notifications   | latency_ms=66    | status=ok
2025-06-15 15:13:10 | INFO  | service=notifications   | latency_ms=32    | status=ok
2025-06-15 15:13:30 | INFO  | service=payments        | latency_ms=160   | status=ok
2025-06-15 15:13:30 | INFO  | service=payments        | latency_ms=181   | status=ok
2025-06-15 15:14:01 | INFO  | service=auth            | latency_ms=39    | status=ok
2025-06-15 15:14:10 | ERROR | service=notifications   | latency_ms=161   | status=error
2025-06-15 15:14:28 | INFO  | service=notifications   | latency_ms=40    | status=ok
2025-06-15 15:14:48 | ERROR | service=notifications   | latency_ms=239   | status=error
2025-06-15 15:15:01 | INFO  | service=notifications   | latency_ms=55    | status=ok
2025-06-15 15:15:12 | INFO  | service=notifications   | latency_ms=53    | status=ok
2025-06-15 15:15:21 | WARN  | service=payments        | latency_ms=251   | status=retry
2025-06-15 15:16:14 | INFO  | service=notifications   | latency_ms=47    | status=ok
2025-06-15 15:16:21 | INFO  | service=auth            | latency_ms=91    | status=ok
2025-06-15 15:16:23 | INFO  | service=auth            | latency_ms=76    | status=ok
2025-06-15 15:16:49 | INFO  | service=notifications   | latency_ms=55    | status=ok
2025-06-15 15:16:57 | INFO  | service=payments        | latency_ms=165   | status=ok
2025-06-15 15:17:38 | INFO  | service=notifications   | latency_ms=1     | status=ok
2025-06-15 15:17:44 | INFO  | service=payments        | latency_ms=191   | status=ok
2025-06-15 15:17:55 | INFO  | service=notifications   | latency_ms=78    | status=ok
2025-06-15 15:18:18 | INFO  | service=notifications   | latency_ms=68    | status=ok
2025-06-15 15:18:18 | INFO  | service=payments        | latency_ms=257   | status=ok
2025-06-15 15:18:32 | INFO  | service=payments        | latency_ms=274   | status=ok
2025-06-15 15:18:47 | INFO  | service=notifications   | latency_ms=51    | status=ok
2025-06-15 15:19:23 | INFO  | service=auth            | latency_ms=85    | status=ok
2025-06-15 15:19:31 | INFO  | service=notifications   | latency_ms=37    | status=ok
2025-06-15 15:20:39 | INFO  | service=auth            | latency_ms=70    | status=ok
2025-06-15 15:20:54 | INFO  | service=payments        | latency_ms=236   | status=ok
2025-06-15 15:21:13 | INFO  | service=auth            | latency_ms=116   | status=ok
2025-06-15 15:21:14 | INFO  | service=notifications   | latency_ms=47    | status=ok
2025-06-15 15:21:35 | INFO  | service=notifications   | latency_ms=40    | status=ok
2025-06-15 15:22:08 | ERROR | service=notifications   | latency_ms=134   | status=timeout
2025-06-15 15:22:53 | INFO  | service=notifications   | latency_ms=62    | status=ok
2025-06-15 15:23:27 | INFO  | service=auth            | latency_ms=36    | status=ok
2025-06-15 15:24:07 | INFO  | service=payments        | latency_ms=62    | status=ok
2025-06-15 15:25:05 | INFO  | service=payments        | latency_ms=166   | status=ok
2025-06-15 15:25:40 | INFO  | service=payments        | latency_ms=126   | status=ok
2025-06-15 15:25:41 | INFO  | service=notifications   | latency_ms=39    | status=ok
2025-06-15 15:25:43 | INFO  | service=auth            | latency_ms=75    | status=ok
2025-06-15 15:25:50 | INFO  | service=notifications   | latency_ms=40    | status=ok
2025-06-15 15:26:31 | WARN  | service=payments        | latency_ms=287   | status=retry
2025-06-15 15:26:42 | INFO  | service=payments        | latency_ms=219   | status=ok
2025-06-15 15:26:56 | INFO  | service=auth            | latency_ms=89    | status=ok
2025-06-15 15:27:01 | INFO  | service=payments        | latency_ms=237   | status=ok
2025-06-15 15:27:27 | INFO  | service=auth            | latency_ms=45    | status=ok
2025-06-15 15:27:58 | WARN  | service=payments        | latency_ms=262   | status=retry
2025-06-15 15:28:29 | INFO  | service=notifications   | latency_ms=48    | status=ok
2025-06-15 15:28:44 | INFO  | service=payments        | latency_ms=240   | status=ok
2025-06-15 15:29:02 | CORRUPTED LINE |||
2025-06-15 15:29:32 | INFO  | service=auth            | latency_ms=47    | status=ok
2025-06-15 15:29:58 | INFO  | service=notifications   | latency_ms=18    | status=ok
2025-06-15 15:29:58 | INFO  | service=notifications   | latency_ms=66    | status=ok
2025-06-15 15:30:53 | INFO  | service=notifications   | latency_ms=57    | status=ok
2025-06-15 15:31:33 | INFO  | service=payments        | latency_ms=145   | status=ok
2025-06-15 15:31:37 | INFO  | service=notifications   | latency_ms=32    | status=ok
2025-06-15 15:32:25 | INFO  | service=payments        | latency_ms=267   | status=ok
2025-06-15 15:32:51 | WARN  | service=notifications   | latency_ms=26    | status=retry
2025-06-15 15:33:23 | INFO  | service=payments        | latency_ms=298   | status=ok
2025-06-15 15:34:01 | INFO  | service=notifications   | latency_ms=31    | status=ok
2025-06-15 15:34:01 | INFO  | service=payments        | latency_ms=238   | status=ok
2025-06-15 15:35:19 | INFO  | service=notifications   | latency_ms=43    | status=ok
2025-06-15 15:35:22 | INFO  | service=notifications   | latency_ms=62    | status=ok
2025-06-15 15:35:24 | INFO  | service=payments        | latency_ms=167   | status=ok
2025-06-15 15:36:00 | INFO  | service=payments        | latency_ms=190   | status=ok
2025-06-15 15:36:58 | INFO  | service=payments        | latency_ms=202   | status=ok
2025-06-15 15:37:18 | INFO  | service=auth            | latency_ms=49    | status=ok
2025-06-15 15:37:56 | INFO  | service=notifications   | latency_ms=64    | status=ok
2025-06-15 15:38:24 | INFO  | service=auth            | latency_ms=64    | status=ok
2025-06-15 15:38:30 | INFO  | service=notifications   | latency_ms=45    | status=ok
2025-06-15 15:38:31 | INFO  | service=notifications   | latency_ms=30    | status=ok
2025-06-15 15:38:38 | INFO  | service=payments        | latency_ms=46    | status=ok
2025-06-15 15:39:15 | INFO  | service=notifications   | latency_ms=46    | status=ok
2025-06-15 15:40:49 | INFO  | service=payments        | latency_ms=344   | status=ok
2025-06-15 15:41:54 | INFO  | service=notifications   | latency_ms=65    | status=ok
2025-06-15 15:41:55 | INFO  | service=notifications   | latency_ms=49    | status=ok
2025-06-15 15:42:25 | INFO  | service=auth            | latency_ms=72    | status=ok
2025-06-15 15:44:19 | INFO  | service=notifications   | latency_ms=50    | status=ok
2025-06-15 15:44:32 | INFO  | service=notifications   | latency_ms=60    | status=ok
2025-06-15 15:45:16 | INFO  | service=auth            | latency_ms=44    | status=ok
2025-06-15 15:45:17 | INFO  | service=auth            | latency_ms=113   | status=ok
2025-06-15 15:45:23 | INFO  | service=notifications   | latency_ms=64    | status=ok
2025-06-15 15:45:39 | INFO  | service=payments        | latency_ms=243   | status=ok
2025-06-15 15:48:03 | INFO  | service=notifications   | latency_ms=58    | status=ok
2025-06-15 15:48:04 | INFO  | service=payments        | latency_ms=201   | status=ok
2025-06-15 15:48:08 | INFO  | service=payments        | latency_ms=240   | status=ok
2025-06-15 15:48:23 | ERROR | service=auth            | latency_ms=248   | status=timeout
2025-06-15 15:48:51 | INFO  | service=payments        | latency_ms=178   | status=ok
2025-06-15 15:48:54 | INFO  | service=notifications   | latency_ms=38    | status=ok
2025-06-15 15:49:07 | CORRUPTED LINE |||
2025-06-15 15:49:08 | INFO  | service=payments        | latency_ms=206   | status=ok
2025-06-15 15:49:09 | INFO  | service=payments        | latency_ms=292   | status=ok
2025-06-15 15:50:01 | INFO  | service=auth            | latency_ms=42    | status=ok
2025-06-15 15:50:06 | INFO  | service=payments        | latency_ms=111   | status=ok
2025-06-15 15:50:23 | INFO  | service=notifications   | latency_ms=53    | status=ok
2025-06-15 15:51:15 | INFO  | service=auth            | latency_ms=81    | status=ok
2025-06-15 15:51:36 | INFO  | service=auth            | latency_ms=85    | status=ok
2025-06-15 15:51:46 | INFO  | service=auth            | latency_ms=87    | status=ok
2025-06-15 15:51:54 | INFO  | service=payments        | latency_ms=186   | status=ok
2025-06-15 15:52:01 | INFO  | service=notifications   | latency_ms=79    | status=ok
2025-06-15 15:52:08 | WARN  | service=notifications   | latency_ms=17    | status=retry
2025-06-15 15:52:18 | WARN  | service=notifications   | latency_ms=33    | status=retry
2025-06-15 15:52:35 | INFO  | service=payments        | latency_ms=193   | status=ok
2025-06-15 15:53:02 | INFO  | service=auth            | latency_ms=30    | status=ok
2025-06-15 15:53:15 | INFO  | service=notifications   | latency_ms=46    | status=ok
2025-06-15 15:53:22 | INFO  | service=payments        | latency_ms=299   | status=ok
2025-06-15 15:53:47 | INFO  | service=notifications   | latency_ms=50    | status=ok
2025-06-15 15:53:57 | INFO  | service=auth            | latency_ms=86    | status=ok
2025-06-15 15:54:03 | INFO  | service=payments        | latency_ms=124   | status=ok
2025-06-15 15:54:08 | ERROR | service=auth            | latency_ms=283   | status=timeout
2025-06-15 15:54:15 | INFO  | service=payments        | latency_ms=177   | status=ok
2025-06-15 15:54:54 | ERROR | service=auth            | latency_ms=159   | status=error
2025-06-15 15:55:10 | INFO  | service=auth            | latency_ms=118   | status=ok
2025-06-15 15:55:12 | INFO  | service=auth            | latency_ms=96    | status=ok
2025-06-15 15:55:29 | INFO  | service=notifications   | latency_ms=27    | status=ok
2025-06-15 15:56:06 | INFO  | service=notifications   | latency_ms=54    | status=ok
2025-06-15 15:56:07 | INFO  | service=payments        | latency_ms=229   | status=ok
2025-06-15 15:56:12 | INFO  | service=notifications   | latency_ms=72    | status=ok
2025-06-15 15:56:14 | INFO  | service=auth            | latency_ms=127   | status=ok
2025-06-15 15:56:24 | INFO  | service=notifications   | latency_ms=29    | status=ok
2025-06-15 15:56:54 | INFO  | service=notifications   | latency_ms=33    | status=ok
2025-06-15 15:56:55 | INFO  | service=notifications   | latency_ms=24    | status=ok
2025-06-15 15:57:14 | INFO  | service=auth            | latency_ms=72    | status=ok
2025-06-15 15:57:20 | INFO  | service=auth            | latency_ms=93    | status=ok
2025-06-15 15:58:46 | WARN  | service=notifications   | latency_ms=69    | status=retry
2025-06-15 15:59:28 | INFO  | service=payments        | latency_ms=195   | status=ok
2025-06-15 16:00:06 | INFO  | service=notifications   | latency_ms=43    | status=ok
2025-06-15 16:00:09 | ERROR | service=auth            | latency_ms=223   | status=error
2025-06-15 16:00:59 | INFO  | service=auth            | latency_ms=54    | status=ok
2025-06-15 16:02:26 | INFO  | service=payments        | latency_ms=325   | status=ok
2025-06-15 16:02:27 | INFO  | service=notifications   | latency_ms=17    | status=ok
2025-06-15 16:02:50 | INFO  | service=payments        | latency_ms=211   | status=ok
2025-06-15 16:03:27 | INFO  | service=auth            | latency_ms=140   | status=ok
2025-06-15 16:03:30 | INFO  | service=payments        | latency_ms=200   | status=ok
2025-06-15 16:03:32 | INFO  | service=payments        | latency_ms=188   | status=ok
2025-06-15 16:03:39 | INFO  | service=payments        | latency_ms=178   | status=ok
2025-06-15 16:03:46 | INFO  | service=auth            | latency_ms=74    | status=ok
2025-06-15 16:03:49 | WARN  | service=auth            | latency_ms=121   | status=retry
2025-06-15 16:03:55 | INFO  | service=notifications   | latency_ms=5     | status=ok
2025-06-15 16:04:05 | WARN  | service=auth            | latency_ms=126   | status=retry
2025-06-15 16:04:08 | ERROR | service=notifications   | latency_ms=65    | status=timeout
2025-06-15 16:04:21 | INFO  | service=payments        | latency_ms=184   | status=ok
2025-06-15 16:04:38 | INFO  | service=auth            | latency_ms=67    | status=ok
2025-06-15 16:05:26 | INFO  | service=notifications   | latency_ms=61    | status=ok
2025-06-15 16:06:45 | INFO  | service=auth            | latency_ms=32    | status=ok
2025-06-15 16:06:49 | INFO  | service=notifications   | latency_ms=59    | status=ok
2025-06-15 16:06:55 | INFO  | service=notifications   | latency_ms=90    | status=ok
2025-06-15 16:07:05 | INFO  | service=auth            | latency_ms=39    | status=ok
2025-06-15 16:07:10 | INFO  | service=payments        | latency_ms=211   | status=ok
2025-06-15 16:07:20 | INFO  | service=payments        | latency_ms=160   | status=ok
2025-06-15 16:07:50 | INFO  | service=auth            | latency_ms=92    | status=ok
2025-06-15 16:08:10 | INFO  | service=auth            | latency_ms=80    | status=ok
2025-06-15 16:08:49 | INFO  | service=payments        | latency_ms=161   | status=ok
2025-06-15 16:09:01 | INFO  | service=notifications   | latency_ms=59    | status=ok
2025-06-15 16:09:13 | INFO  | service=auth            | latency_ms=134   | status=ok
2025-06-15 16:09:56 | INFO  | service=notifications   | latency_ms=46    | status=ok
2025-06-15 16:10:33 | INFO  | service=payments        | latency_ms=243   | status=ok
2025-06-15 16:10:50 | INFO  | service=payments        | latency_ms=122   | status=ok
2025-06-15 16:11:00 | INFO  | service=auth            | latency_ms=51    | status=ok
2025-06-15 16:11:02 | INFO  | service=auth            | latency_ms=94    | status=ok
2025-06-15 16:11:06 | CORRUPTED LINE |||
2025-06-15 16:11:11 | INFO  | service=payments        | latency_ms=289   | status=ok
2025-06-15 16:11:51 | INFO  | service=notifications   | latency_ms=57    | status=ok
2025-06-15 16:12:04 | INFO  | service=notifications   | latency_ms=43    | status=ok
2025-06-15 16:12:51 | INFO  | service=auth            | latency_ms=79    | status=ok
2025-06-15 16:13:33 | INFO  | service=notifications   | latency_ms=24    | status=ok
2025-06-15 16:13:51 | INFO  | service=payments        | latency_ms=236   | status=ok
2025-06-15 16:13:58 | INFO  | service=auth            | latency_ms=106   | status=ok
2025-06-15 16:14:00 | INFO  | service=payments        | latency_ms=172   | status=ok
2025-06-15 16:14:25 | INFO  | service=auth            | latency_ms=65    | status=ok

2025-06-15 16:15:45 | INFO  | service=notifications   | latency_ms=55    | status=ok
2025-06-15 16:16:15 | WARN  | service=notifications   | latency_ms=41    | status=retry
2025-06-15 16:16:33 | INFO  | service=payments        | latency_ms=196   | status=ok
2025-06-15 16:17:02 | INFO  | service=notifications   | latency_ms=91    | status=ok
2025-06-15 16:17:30 | INFO  | service=payments        | latency_ms=185   | status=ok
2025-06-15 16:17:39 | INFO  | service=payments        | latency_ms=178   | status=ok
2025-06-15 16:17:46 | INFO  | service=auth            | latency_ms=60    | status=ok
2025-06-15 16:17:56 | INFO  | service=notifications   | latency_ms=64    | status=ok
2025-06-15 16:17:58 | WARN  | service=payments        | latency_ms=189   | status=retry
2025-06-15 16:18:15 | WARN  | service=payments        | latency_ms=161   | status=retry
2025-06-15 16:18:21 | INFO  | service=auth            | latency_ms=119   | status=ok
2025-06-15 16:19:14 | INFO  | service=payments        | latency_ms=285   | status=ok
2025-06-15 16:19:31 | INFO  | service=notifications   | latency_ms=37    | status=ok
2025-06-15 16:19:34 | INFO  | service=payments        | latency_ms=88    | status=ok
2025-06-15 16:19:43 | INFO  | service=payments        | latency_ms=260   | status=ok
2025-06-15 16:20:01 | INFO  | service=notifications   | latency_ms=36    | status=ok
2025-06-15 16:20:37 | INFO  | service=payments        | latency_ms=247   | status=ok
2025-06-15 16:21:12 | INFO  | service=notifications   | latency_ms=10    | status=ok
2025-06-15 16:21:18 | ERROR | service=auth            | latency_ms=517   | status=error
2025-06-15 16:21:48 | INFO  | service=notifications   | latency_ms=25    | status=ok
2025-06-15 16:22:12 | INFO  | service=auth            | latency_ms=101   | status=ok
2025-06-15 16:22:16 | INFO  | service=auth            | latency_ms=80    | status=ok
2025-06-15 16:22:16 | INFO  | service=payments        | latency_ms=142   | status=ok
2025-06-15 16:22:16 | INFO  | service=notifications   | latency_ms=41    | status=ok
2025-06-15 16:23:21 | INFO  | service=payments        | latency_ms=241   | status=ok
2025-06-15 16:24:04 | ERROR | service=notifications   | latency_ms=209   | status=timeout
2025-06-15 16:25:05 | INFO  | service=auth            | latency_ms=97    | status=ok
2025-06-15 16:25:11 | INFO  | service=auth            | latency_ms=139   | status=ok
2025-06-15 16:25:22 | INFO  | service=notifications   | latency_ms=18    | status=ok
2025-06-15 16:25:35 | INFO  | service=payments        | latency_ms=297   | status=ok
2025-06-15 16:25:58 | INFO  | service=auth            | latency_ms=83    | status=ok
2025-06-15 16:26:10 | INFO  | service=auth            | latency_ms=53    | status=ok
2025-06-15 16:26:16 | INFO  | service=auth            | latency_ms=40    | status=ok
2025-06-15 16:26:20 | INFO  | service=notifications   | latency_ms=46    | status=ok
2025-06-15 16:26:23 | INFO  | service=notifications   | latency_ms=68    | status=ok
2025-06-15 16:26:44 | INFO  | service=notifications   | latency_ms=47    | status=ok
2025-06-15 16:26:51 | INFO  | service=auth            | latency_ms=125   | status=ok
2025-06-15 16:26:54 | INFO  | service=auth            | latency_ms=36    | status=ok
2025-06-15 16:26:55 | INFO  | service=notifications   | latency_ms=49    | status=ok
2025-06-15 16:27:25 | INFO  | service=auth            | latency_ms=42    | status=ok
2025-06-15 16:28:34 | INFO  | service=auth            | latency_ms=90    | status=ok
2025-06-15 16:29:16 | WARN  | service=payments        | latency_ms=253   | status=retry
??? | ERROR | service=??? | latency_ms=NaN |
2025-06-15 16:30:21 | INFO  | service=auth            | latency_ms=67    | status=ok
2025-06-15 16:31:04 | INFO  | service=notifications   | latency_ms=1     | status=ok
2025-06-15 16:31:27 | CORRUPTED LINE |||
2025-06-15 16:32:08 | INFO  | service=notifications   | latency_ms=53    | status=ok
2025-06-15 16:32:19 | INFO  | service=notifications   | latency_ms=58    | status=ok
2025-06-15 16:33:09 | WARN  | service=payments        | latency_ms=224   | status=retry
2025-06-15 16:33:31 | INFO  | service=auth            | latency_ms=117   | status=ok
2025-06-15 16:34:09 | WARN  | service=notifications   | latency_ms=28    | status=retry
2025-06-15 16:34:11 | INFO  | service=auth            | latency_ms=100   | status=ok
2025-06-15 16:34:20 | INFO  | service=auth            | latency_ms=115   | status=ok
2025-06-15 16:35:11 | INFO  | service=payments        | latency_ms=93    | status=ok
